CreditScore,Gender,Age,Tenure,EstimatedSalary,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited,Geography_Germany,Geography_Spain,BalanceSalaryRatio,IsHighBalance,BalanceZero,IsHighSalary,ProductUsage,Germany_X_Balance,Germany_X_EstimatedSalary,IsGermanAndLowCreditScore,IsGermanWithoutCrCard,IsGermanAndInactive
668,1,42,3,108139.23,150461.07,1,0,0,0,0,0,1.3913643550078914,1,0,1,0,0.0,0.0,0,0,0
459,1,48,4,19287.06,133994.52,1,1,1,1,1,0,6.947379227316137,1,0,0,1,133994.52,19287.06,1,0,0
729,1,31,8,9567.39,164870.81,2,1,1,0,0,1,17.232579627254665,1,0,0,2,0.0,0.0,0,0,0
498,1,25,8,132210.49,121702.73,1,1,1,0,1,0,0.9205224940925641,1,0,1,1,121702.73,132210.49,1,0,0
549,1,25,6,21600.11,193858.2,1,1,1,0,0,1,8.97487096130529,1,0,0,1,0.0,0.0,0,0,0
601,0,54,1,199661.5,131039.97,2,1,1,0,1,0,0.656310655784916,1,0,1,2,131039.97,199661.5,0,0,0
544,1,64,9,124341.49,113829.45,1,1,1,0,0,0,0.9154583076011071,1,0,1,1,0.0,0.0,0,0,0
751,0,30,6,15766.1,0.0,2,0,0,0,0,0,0.0,0,1,0,0,0.0,0.0,0,0,0
632,0,41,3,33642.21,81877.38,1,1,1,0,1,0,2.4337693629520776,0,0,0,1,81877.38,33642.21,0,0,0
694,1,57,8,117704.65,116326.07,1,1,1,0,0,1,0.9882878034130343,1,0,1,1,0.0,0.0,0,0,0
678,1,31,2,58803.28,0.0,2,1,1,0,0,0,0.0,0,1,0,2,0.0,0.0,0,0,0
695,1,46,4,137537.22,0.0,2,1,1,0,0,0,0.0,0,1,1,2,0.0,0.0,0,0,0
661,0,41,1,131300.68,0.0,2,1,1,0,0,0,0.0,0,1,1,2,0.0,0.0,0,0,0
661,1,33,9,84174.81,0.0,2,1,1,0,0,0,0.0,0,1,0,2,0.0,0.0,0,0,0
559,0,31,3,160941.78,127070.73,1,1,1,0,0,0,0.7895447036810453,1,0,1,1,0.0,0.0,0,0,0
503,1,29,3,143954.99,0.0,2,1,1,0,0,0,0.0,0,1,1,2,0.0,0.0,0,0,0
695,1,46,3,56297.85,122549.64,1,1,1,0,0,1,2.176808528212001,1,0,0,1,0.0,0.0,0,0,0
640,0,42,5,8404.73,176099.13,1,1,1,0,0,0,20.952383955225216,1,0,0,1,0.0,0.0,0,0,0
624,0,48,3,30020.09,122388.38,2,0,0,0,1,0,4.076882514342895,1,0,0,0,122388.38,30020.09,0,1,1
667,1,42,9,58137.42,0.0,2,1,1,0,0,0,0.0,0,1,0,2,0.0,0.0,0,0,0
642,1,26,0,47472.68,0.0,1,0,0,0,0,0,0.0,0,1,0,0,0.0,0.0,0,0,0
640,0,32,6,19131.71,118879.35,2,1,1,0,0,1,6.21373363907356,1,0,0,2,0.0,0.0,0,0,0
529,1,35,5,187288.5,0.0,2,1,1,0,0,1,0.0,0,1,1,2,0.0,0.0,0,0,0
563,0,39,5,17603.81,0.0,2,1,1,0,0,0,0.0,0,1,0,2,0.0,0.0,0,0,0
593,0,38,4,67020.03,88736.44,2,0,0,0,0,1,1.3240286523297589,0,0,0,0,0.0,0.0,0,0,0
739,1,45,7,147802.94,102703.62,1,1,1,1,1,0,0.694868586511202,1,0,1,1,102703.62,147802.94,0,0,0
788,0,70,1,41610.62,0.0,2,1,1,0,0,1,0.0,0,1,0,2,0.0,0.0,0,0,0
684,0,38,3,44255.65,0.0,2,0,0,0,0,1,0.0,0,1,0,0,0.0,0.0,0,0,0
482,1,55,5,78416.14,97318.25,1,1,1,0,0,0,1.241048717776723,0,0,0,1,0.0,0.0,0,0,0
591,1,58,5,137254.55,128468.69,1,1,1,0,0,1,0.9359885701421192,1,0,1,1,0.0,0.0,0,0,0
651,0,41,4,151303.48,133432.59,1,1,1,0,1,0,0.881887118524967,1,0,1,1,133432.59,151303.48,0,0,0
749,0,40,8,86333.63,141782.57,2,0,0,0,1,0,1.64226350727984,1,0,0,0,141782.57,86333.63,0,1,1
583,1,24,9,89801.9,135125.28,1,0,0,0,0,0,1.5047040207389821,1,0,0,0,0.0,0.0,0,0,0
661,1,42,2,29358.57,178820.91,1,0,0,1,0,1,6.090927112594381,1,0,0,0,0.0,0.0,0,0,0
715,0,31,2,181600.72,112212.14,2,1,1,0,0,0,0.6179058100650702,1,0,1,2,0.0,0.0,0,0,0
769,0,45,5,124118.71,126674.81,1,0,0,1,1,0,1.0205939942495372,1,0,1,0,126674.81,124118.71,0,1,1
625,0,51,7,38867.46,136294.97,1,0,0,1,0,0,3.5066600698887966,1,0,0,0,0.0,0.0,0,0,0
641,0,36,5,31106.67,66392.64,1,0,0,0,0,0,2.134353821865214,0,0,0,0,0.0,0.0,0,0,0
716,1,27,1,67611.36,122552.34,2,0,0,0,1,0,1.8125998352939505,1,0,0,0,122552.34,67611.36,0,1,1
767,1,43,1,77837.63,76408.85,2,0,0,0,0,0,0.9816440968205224,0,0,0,0,0.0,0.0,0,0,0
745,1,36,8,6078.46,145071.24,1,0,0,0,1,0,23.86644643544582,1,0,0,0,145071.24,6078.46,0,1,1
589,1,34,6,177896.92,0.0,2,1,1,0,0,0,0.0,0,1,1,2,0.0,0.0,0,0,0
796,0,45,2,123882.73,109730.22,1,1,1,0,0,0,0.8857588140009508,1,0,1,1,0.0,0.0,0,0,0
664,1,57,6,15304.08,0.0,2,1,1,0,0,0,0.0,0,1,0,2,0.0,0.0,0,0,0
445,1,62,1,76569.64,64119.38,1,1,1,1,0,1,0.8373995228396006,0,0,0,1,0.0,0.0,0,0,0
543,0,57,1,120657.32,106138.33,2,1,1,1,1,0,0.8796675576749093,1,0,1,2,106138.33,120657.32,1,0,0
746,1,36,2,16436.56,0.0,2,1,1,0,0,1,0.0,0,1,0,2,0.0,0.0,0,0,0
742,1,33,0,107667.91,181656.51,1,1,1,0,1,0,1.6871926835024476,1,0,1,1,181656.51,107667.91,0,0,0
750,0,32,5,95611.47,0.0,2,0,0,0,0,0,0.0,0,1,0,0,0.0,0.0,0,0,0
669,1,30,7,19799.26,95128.86,1,0,0,0,0,0,4.804667447167218,0,0,0,0,0.0,0.0,0,0,0
594,0,49,2,123214.74,126615.94,2,1,1,0,0,1,1.0276038402548267,1,0,1,2,0.0,0.0,0,0,0
574,1,36,1,71709.12,0.0,2,1,1,0,0,1,0.0,0,1,0,2,0.0,0.0,0,0,0
659,1,36,2,149066.14,76190.48,2,1,1,0,1,0,0.5111186215729473,0,0,1,2,76190.48,149066.14,0,0,0
750,1,40,5,20451.99,168286.81,3,0,0,1,1,0,8.22838315489104,1,0,0,0,168286.81,20451.99,0,1,1
626,1,35,4,32825.5,88109.81,1,1,1,0,1,0,2.6841879026975977,0,0,0,1,88109.81,32825.5,0,0,0
620,1,42,4,6232.31,0.0,2,0,0,0,0,0,0.0,0,1,0,0,0.0,0.0,0,0,0
580,0,35,8,10357.03,0.0,2,1,1,0,0,0,0.0,0,1,0,2,0.0,0.0,0,0,0
686,0,34,3,147794.63,123971.51,2,0,0,0,0,0,0.8388092990929372,1,0,1,0,0.0,0.0,0,0,0
540,1,48,0,116973.48,148116.48,1,0,0,0,0,0,1.2662398348753925,1,0,1,0,0.0,0.0,0,0,0
634,1,35,6,129964.94,116269.01,1,0,0,0,1,0,0.8946182716661893,1,0,1,0,116269.01,129964.94,0,1,1
632,1,38,1,92816.86,120599.21,1,0,0,0,0,1,1.2993243899869054,1,0,0,0,0.0,0.0,0,0,0
501,0,41,3,172114.67,144260.5,1,0,0,0,0,0,0.8381650442696139,1,0,1,0,0.0,0.0,0,0,0
650,0,25,3,16649.31,86605.5,3,0,0,1,0,1,5.201747099429345,0,0,0,0,0.0,0.0,0,0,0
786,1,34,9,144517.19,0.0,2,0,0,0,0,0,0.0,0,1,1,0,0.0,0.0,0,0,0
554,0,37,4,182038.6,58629.97,1,0,0,0,1,0,0.32207438422400525,0,0,1,0,58629.97,182038.6,1,1,1
701,0,42,5,24210.56,0.0,2,0,0,0,0,1,0.0,0,1,0,0,0.0,0.0,0,0,0
474,1,45,10,172175.9,0.0,2,0,0,0,0,0,0.0,0,1,1,0,0.0,0.0,0,0,0
621,0,43,5,47578.45,0.0,1,1,1,0,0,0,0.0,0,1,0,1,0.0,0.0,0,0,0
672,0,56,2,150694.42,209767.31,2,1,1,1,0,1,1.3920044949242314,1,0,1,2,0.0,0.0,0,0,0
459,0,42,6,177683.02,129634.25,2,1,1,1,0,1,0.7295815323264992,1,0,1,2,0.0,0.0,0,0,0
669,1,23,1,66088.83,0.0,2,0,0,0,0,0,0.0,0,1,0,0,0.0,0.0,0,0,0
776,0,38,2,169291.7,169824.46,1,0,0,0,0,0,1.0031469942117657,1,0,1,0,0.0,0.0,0,0,0
694,1,36,3,117140.41,97530.25,1,1,1,0,0,0,0.8325926979425802,0,0,1,1,0.0,0.0,0,0,0
787,0,42,10,79510.37,145988.65,2,1,1,0,0,0,1.8360957193382448,1,0,0,2,0.0,0.0,0,0,0
580,1,37,9,77108.66,0.0,2,1,1,0,0,0,0.0,0,1,0,2,0.0,0.0,0,0,0
711,0,25,7,9679.28,0.0,3,1,1,0,0,0,0.0,0,1,0,3,0.0,0.0,0,0,0
673,0,40,5,81753.92,137494.28,1,0,0,0,0,0,1.6818065727001226,1,0,0,0,0.0,0.0,0,0,0
499,0,57,1,131372.38,0.0,1,0,0,1,0,0,0.0,0,1,1,0,0.0,0.0,0,0,0
591,1,24,6,25310.82,147360.0,1,1,1,0,0,0,5.82201603899044,1,0,0,1,0.0,0.0,0,0,0
769,0,25,10,187925.75,0.0,2,0,0,0,0,0,0.0,0,1,1,0,0.0,0.0,0,0,0
657,1,31,3,98820.39,125167.02,1,0,0,0,0,1,1.2666112732402697,1,0,0,0,0.0,0.0,0,0,0
738,1,43,9,64166.7,121152.05,2,0,0,1,1,0,1.8880829152816025,1,0,0,0,121152.05,64166.7,0,1,1
545,0,60,7,176924.21,128981.07,1,1,1,1,1,0,0.7290187702406585,1,0,1,1,128981.07,176924.21,1,0,0
497,1,47,6,90055.08,0.0,1,1,1,0,0,0,0.0,0,1,0,1,0.0,0.0,0,0,0
816,1,67,6,72814.31,151858.98,1,1,1,0,0,1,2.0855650489580966,1,0,0,1,0.0,0.0,0,0,0
525,1,36,2,168290.06,114628.4,1,1,1,0,0,0,0.6811358912106871,1,0,1,1,0.0,0.0,0,0,0
725,1,46,6,161767.38,0.0,2,0,0,0,0,0,0.0,0,1,1,0,0.0,0.0,0,0,0
692,0,28,8,44420.18,95059.02,2,0,0,0,0,0,2.1399962809695956,0,0,0,0,0.0,0.0,0,0,0
618,0,24,7,37147.61,128736.39,1,1,1,0,0,0,3.4655362754158343,1,0,0,1,0.0,0.0,0,0,0
546,1,24,8,125381.02,156325.38,1,1,1,0,0,0,1.2468025862287608,1,0,1,1,0.0,0.0,0,0,0
635,1,29,7,149853.89,105405.97,1,1,1,0,0,0,0.7033916169943936,1,0,1,1,0.0,0.0,0,0,0
611,0,49,2,161435.02,88915.37,3,0,0,1,0,0,0.550781174989169,0,0,1,0,0.0,0.0,0,0,0
650,1,60,8,102925.76,0.0,2,1,1,0,0,0,0.0,0,1,1,2,0.0,0.0,0,0,0
606,1,40,5,70899.27,0.0,2,1,1,0,0,0,0.0,0,1,0,2,0.0,0.0,0,0,0
844,1,18,2,145936.28,160980.03,1,0,0,0,0,0,1.1030843735361762,1,0,1,0,0.0,0.0,0,0,0
450,0,46,5,54227.06,177619.71,1,0,0,0,0,1,3.2754810974447075,1,0,0,0,0.0,0.0,0,0,0
727,1,38,2,59280.79,62276.99,1,1,1,0,0,1,1.0505425113261817,0,0,0,1,0.0,0.0,0,0,0
460,1,46,4,126952.5,127559.97,2,1,1,0,1,0,1.0047850180185502,1,0,1,2,127559.97,126952.5,1,0,0
649,1,41,0,130567.02,0.0,2,1,1,0,0,0,0.0,0,1,1,2,0.0,0.0,0,0,0
758,0,47,9,73294.48,95523.16,1,0,0,0,1,0,1.3032790463893054,0,0,0,0,95523.16,73294.48,0,1,1
490,0,35,7,3937.37,107749.03,1,1,1,0,0,0,27.365736519554932,1,0,0,1,0.0,0.0,0,0,0
815,1,37,2,2383.59,110777.26,2,0,0,0,1,0,46.474964234620884,1,0,0,0,110777.26,2383.59,0,1,1
838,0,39,5,14279.44,166733.92,2,0,0,0,0,1,11.676502719994621,1,0,0,0,0.0,0.0,0,0,0
803,1,31,9,141300.53,157120.86,2,0,0,0,0,0,1.1119622835101892,1,0,1,0,0.0,0.0,0,0,0
664,0,36,2,78140.75,127160.78,2,0,0,0,1,0,1.6273299142892792,1,0,0,0,127160.78,78140.75,0,1,1
736,0,28,2,117431.1,0.0,2,1,1,0,0,1,0.0,0,1,1,2,0.0,0.0,0,0,0
633,0,37,9,72008.61,156091.97,1,0,0,0,0,0,2.167684808802725,1,0,0,0,0.0,0.0,0,0,0
664,1,58,5,60887.58,98668.18,1,1,1,0,0,0,1.6204976450041206,0,0,0,1,0.0,0.0,0,0,0
600,0,43,5,194764.83,134022.06,1,0,0,0,0,0,0.6881224911088928,1,0,1,0,0.0,0.0,0,0,0
693,0,35,5,88705.14,124151.09,1,0,0,1,0,0,1.3995929660896764,1,0,0,0,0.0,0.0,0,0,0
663,0,36,6,35817.97,77253.5,1,0,0,1,1,0,2.156836358956133,0,0,0,0,77253.5,35817.97,0,1,1
742,0,21,1,31520.4,114292.48,1,0,0,0,1,0,3.625984441821804,1,0,0,0,114292.48,31520.4,0,1,1
710,1,43,2,157908.19,140080.32,3,1,1,1,1,0,0.8870997761420735,1,0,1,3,140080.32,157908.19,0,0,0
710,0,27,2,142200.15,135277.96,1,0,0,0,0,1,0.9513207967783437,1,0,1,0,0.0,0.0,0,0,0
700,0,82,2,182055.36,0.0,2,1,1,0,0,0,0.0,0,1,1,2,0.0,0.0,0,0,0
720,1,60,9,157552.08,115920.62,2,0,0,1,1,0,0.7357606449879939,1,0,1,0,115920.62,157552.08,0,1,1
684,1,41,2,120284.67,119782.72,2,0,0,0,0,1,0.995826982773449,1,0,1,0,0.0,0.0,0,0,0
531,0,63,1,24506.95,114715.71,1,1,1,1,0,0,4.680946017354261,1,0,0,1,0.0,0.0,0,0,0
742,0,36,2,47271.61,129748.54,2,0,0,1,1,0,2.7447455248509622,1,0,0,0,129748.54,47271.61,0,1,1
717,1,31,4,41176.6,129722.57,1,0,0,0,0,0,3.1503953701859797,1,0,0,0,0.0,0.0,0,0,0
589,1,32,2,9468.64,0.0,2,1,1,0,0,0,0.0,0,1,0,2,0.0,0.0,0,0,0
767,1,36,3,123880.19,139180.2,1,0,0,0,0,0,1.1235065106051259,1,0,1,0,0.0,0.0,0,0,0
636,1,49,6,158887.09,113599.74,2,0,0,1,1,0,0.7149714932786547,1,0,1,0,113599.74,158887.09,0,1,1
648,1,33,7,117036.38,134944.0,1,1,1,0,0,0,1.1530090045505508,1,0,1,1,0.0,0.0,0,0,0
622,0,58,7,120415.61,116922.25,1,0,0,1,1,0,0.9709891433510988,1,0,1,0,116922.25,120415.61,0,1,1
692,1,28,9,16064.25,118945.09,1,0,0,1,0,1,7.404335091896603,1,0,0,0,0.0,0.0,0,0,0
754,1,28,8,52615.62,0.0,2,1,1,0,0,0,0.0,0,1,0,2,0.0,0.0,0,0,0
679,0,35,8,121210.09,119182.73,1,0,0,0,0,1,0.9832739997140502,1,0,1,0,0.0,0.0,0,0,0
639,1,27,8,192247.35,0.0,2,0,0,0,0,0,0.0,0,1,1,0,0.0,0.0,0,0,0
774,0,28,1,68759.57,71264.02,2,1,1,0,0,0,1.0364232935139064,0,0,0,2,0.0,0.0,0,0,0
517,1,41,2,75937.47,0.0,2,1,1,0,0,0,0.0,0,1,0,2,0.0,0.0,0,0,0
571,0,35,8,84569.13,0.0,2,0,0,0,0,0,0.0,0,1,0,0,0.0,0.0,0,0,0
747,1,58,7,190696.35,116313.57,1,1,1,1,1,0,0.6099412495309953,1,0,1,1,116313.57,190696.35,0,0,0
792,1,36,5,67468.67,92140.15,1,1,1,0,0,1,1.3656731339153416,0,0,0,1,0.0,0.0,0,0,0
688,1,26,1,104435.94,0.0,2,1,1,0,0,0,0.0,0,1,1,2,0.0,0.0,0,0,0
714,1,42,2,47166.55,177640.09,1,1,1,0,1,0,3.766230305163299,1,0,0,1,177640.09,47166.55,0,0,0
562,0,35,0,119899.52,0.0,2,0,0,0,0,1,0.0,0,1,1,0,0.0,0.0,0,0,0
704,1,48,8,173498.45,167997.6,1,1,1,0,0,1,0.9682945294323955,1,0,1,1,0.0,0.0,0,0,0
698,1,36,2,93249.26,82275.35,2,1,1,0,0,0,0.8823163851380699,0,0,0,2,0.0,0.0,0,0,0
611,1,49,3,142917.54,0.0,2,1,1,0,0,0,0.0,0,1,1,2,0.0,0.0,0,0,0
850,0,48,6,111755.8,111962.99,1,0,0,0,1,0,1.0018539529939385,1,0,1,0,111962.99,111755.8,0,1,1
743,0,34,1,108543.21,131736.88,1,1,1,0,1,0,1.2136814453893523,1,0,1,1,131736.88,108543.21,0,0,0
654,1,29,1,180345.44,0.0,1,0,0,0,0,0,0.0,0,1,1,0,0.0,0.0,0,0,0
761,1,36,8,99444.02,108239.11,2,0,0,0,1,0,1.0884426232970066,1,0,0,0,108239.11,99444.02,0,1,1
702,0,46,9,109563.28,98444.19,1,1,1,0,0,0,0.8985144475411836,0,0,1,1,0.0,0.0,0,0,0
488,1,32,3,92568.07,114540.38,1,0,0,0,1,0,1.2373638123815263,1,0,0,0,114540.38,92568.07,1,1,1
683,0,35,6,37976.36,187530.66,2,1,1,0,0,0,4.938089379814179,1,0,0,2,0.0,0.0,0,0,0
601,0,42,9,103315.74,133636.16,1,1,1,0,1,0,1.293473385565452,1,0,1,1,133636.16,103315.74,0,0,0
605,1,52,7,173952.5,0.0,2,1,1,0,0,0,0.0,0,1,1,2,0.0,0.0,0,0,0
671,0,44,0,34673.98,84745.03,2,1,1,0,1,0,2.444052571986256,0,0,0,2,84745.03,34673.98,0,0,0
614,0,31,7,46163.44,120599.38,2,1,1,0,1,0,2.6124435267389083,1,0,0,2,120599.38,46163.44,0,0,0
511,0,29,9,140676.98,0.0,2,1,1,0,0,1,0.0,0,1,1,2,0.0,0.0,0,0,0
850,1,39,4,151738.54,127771.35,2,1,1,0,0,0,0.8420494226450314,1,0,1,2,0.0,0.0,0,0,0
790,0,46,9,14679.81,0.0,1,0,0,1,0,1,0.0,0,1,0,0,0.0,0.0,0,0,0
793,0,33,0,175544.02,0.0,1,0,0,0,0,0,0.0,0,1,1,0,0.0,0.0,0,0,0
628,1,69,5,181964.6,0.0,2,1,1,0,0,0,0.0,0,1,1,2,0.0,0.0,0,0,0
598,1,53,10,136886.86,167772.96,1,1,1,0,1,0,1.2256323214660634,1,0,1,1,167772.96,136886.86,1,0,0
657,0,37,6,122218.23,95845.6,1,0,0,0,0,0,0.784216888102536,0,0,1,0,0.0,0.0,0,0,0
618,0,35,10,180439.75,0.0,2,0,0,0,0,0,0.0,0,1,1,0,0.0,0.0,0,0,0
681,1,65,7,190419.81,134714.7,2,1,1,0,0,1,0.7074615818595765,1,0,1,2,0.0,0.0,0,0,0
516,0,33,3,58685.59,0.0,2,1,1,0,0,1,0.0,0,1,0,2,0.0,0.0,0,0,0
421,1,28,8,89017.38,122384.22,3,1,1,1,1,0,1.374835116468267,1,0,0,3,122384.22,89017.38,1,0,0
700,0,26,2,50051.42,0.0,2,0,0,0,0,0,0.0,0,1,0,0,0.0,0.0,0,0,0
745,1,25,5,146041.45,157993.15,2,0,0,0,0,0,1.0818377248377087,1,0,1,0,0.0,0.0,0,0,0
696,1,29,8,191166.09,0.0,2,0,0,0,0,0,0.0,0,1,1,0,0.0,0.0,0,0,0
580,0,42,2,103516.08,123331.36,1,0,0,1,1,0,1.1914222408731088,1,0,1,0,123331.36,103516.08,1,1,1
497,1,27,9,164825.04,75263.16,1,1,1,0,0,1,0.45662455170646404,0,0,1,1,0.0,0.0,0,0,0
720,0,43,6,172557.77,137824.03,2,0,0,0,0,0,0.7987123964339595,1,0,1,0,0.0,0.0,0,0,0
659,1,36,4,84320.94,132578.92,2,0,0,0,1,0,1.572313117002728,1,0,0,0,132578.92,84320.94,0,1,1
841,0,36,5,122662.98,156021.31,1,0,0,0,0,0,1.2719510809210735,1,0,1,0,0.0,0.0,0,0,0
642,1,34,8,72085.1,0.0,1,0,0,0,0,1,0.0,0,1,0,0,0.0,0.0,0,0,0
732,0,69,9,110932.24,137453.43,1,1,1,1,0,1,1.2390755834372404,1,0,1,1,0.0,0.0,0,0,0
600,1,36,4,143635.36,0.0,2,0,0,0,0,1,0.0,0,1,1,0,0.0,0.0,0,0,0
464,1,33,8,3710.34,164284.72,2,1,1,0,1,0,44.277537907577205,1,0,0,2,164284.72,3710.34,1,0,0
680,0,47,5,179843.33,0.0,2,1,1,0,0,0,0.0,0,1,1,2,0.0,0.0,0,0,0
758,1,56,1,10643.38,0.0,2,1,1,0,0,1,0.0,0,1,0,2,0.0,0.0,0,0,0
630,0,31,2,131167.98,112373.49,2,1,1,0,1,0,0.8567143444612015,1,0,1,2,112373.49,131167.98,0,0,0
577,0,39,10,10553.31,0.0,2,0,0,0,0,0,0.0,0,1,0,0,0.0,0.0,0,0,0
684,0,34,6,130928.22,0.0,2,1,1,0,0,0,0.0,0,1,1,2,0.0,0.0,0,0,0
708,0,41,5,157003.99,0.0,1,1,1,0,0,1,0.0,0,1,1,1,0.0,0.0,0,0,0
732,0,29,1,138527.56,154333.82,1,1,1,0,1,0,1.1141019158931262,1,0,1,1,154333.82,138527.56,0,0,0
634,1,37,3,167032.49,111432.77,2,1,1,0,1,0,0.667132304619299,1,0,1,2,111432.77,167032.49,0,0,0
633,0,30,6,41642.29,0.0,2,0,0,0,0,0,0.0,0,1,0,0,0.0,0.0,0,0,0
559,1,34,2,9677.0,137390.11,2,0,0,0,0,0,14.197593262374701,1,0,0,0,0.0,0.0,0,0,0
694,0,37,3,147012.22,0.0,2,1,1,0,0,1,0.0,0,1,1,2,0.0,0.0,0,0,0
686,0,56,5,80553.87,111642.08,1,1,1,0,1,0,1.3859306821633772,1,0,0,1,111642.08,80553.87,0,0,0
553,0,48,3,30730.95,0.0,1,1,1,1,0,1,0.0,0,1,0,1,0.0,0.0,0,0,0
507,1,36,4,140134.43,83543.37,1,0,0,0,0,0,0.5961659101193048,0,0,1,0,0.0,0.0,0,0,0
732,1,50,6,91936.1,145338.76,1,0,0,1,1,0,1.5808671457675494,1,0,0,0,145338.76,91936.1,0,1,1
818,0,31,1,178252.63,186796.37,1,0,0,0,0,0,1.0479305130028096,1,0,1,0,0.0,0.0,0,0,0
660,1,35,8,198674.08,58641.43,1,1,1,0,1,0,0.29516396904920866,0,0,1,1,58641.43,198674.08,0,0,0
773,0,41,5,28266.9,0.0,1,0,0,1,0,1,0.0,0,1,0,0,0.0,0.0,0,0,0
640,1,44,3,92381.01,137148.68,1,0,0,0,0,0,1.4845981874413368,1,0,0,0,0.0,0.0,0,0,0
505,1,49,7,135180.11,80001.23,1,0,0,0,0,0,0.5918121386348923,0,0,1,0,0.0,0.0,0,0,0
714,1,21,6,27330.59,86402.52,2,0,0,0,1,0,3.161385099992353,0,0,0,0,86402.52,27330.59,0,1,1
468,0,42,5,125305.34,0.0,2,0,0,0,0,0,0.0,0,1,1,0,0.0,0.0,0,0,0
611,1,51,1,149648.45,122874.74,1,1,1,0,0,1,0.8210892929395527,1,0,1,1,0.0,0.0,0,0,0
705,1,25,0,59887.15,97544.29,1,1,1,0,0,0,1.6288016711431417,0,0,0,1,0.0,0.0,0,0,0
646,1,46,1,45041.32,170826.55,2,0,0,0,1,0,3.7926630480634222,1,0,0,0,170826.55,45041.32,0,1,1
667,0,48,1,113316.77,97133.92,2,0,0,1,1,0,0.8571892756914974,0,0,1,0,97133.92,113316.77,0,1,1
511,0,41,8,39087.42,153895.65,1,1,1,0,1,0,3.9372168846140267,1,0,0,1,153895.65,39087.42,1,0,0
653,0,43,6,7330.59,0.0,2,1,1,0,0,0,0.0,0,1,0,2,0.0,0.0,0,0,0
675,0,57,8,95463.29,0.0,2,1,1,0,0,0,0.0,0,1,0,2,0.0,0.0,0,0,0
523,1,32,4,167848.02,0.0,2,0,0,0,0,1,0.0,0,1,1,0,0.0,0.0,0,0,0
567,0,49,5,93953.84,134956.02,1,0,0,1,1,0,1.4364077082959035,1,0,0,0,134956.02,93953.84,1,1,1
741,1,39,7,174227.66,143637.58,2,1,1,0,0,1,0.8244246636842851,1,0,1,2,0.0,0.0,0,0,0
456,1,32,9,135399.21,147506.25,1,1,1,0,0,1,1.0894173607069053,1,0,1,1,0.0,0.0,0,0,0
598,1,64,1,195635.3,0.0,2,0,0,1,0,0,0.0,0,1,1,0,0.0,0.0,0,0,0
667,1,43,8,97508.04,190227.46,1,0,0,1,0,0,1.9508899984042343,1,0,0,0,0.0,0.0,0,0,0
548,0,32,2,188083.77,172448.77,1,0,0,1,0,0,0.9168721469162384,1,0,1,0,0.0,0.0,0,0,0
725,1,41,7,116704.25,113980.21,1,1,1,0,0,0,0.9766586049779679,1,0,1,1,0.0,0.0,0,0,0
717,1,53,6,97614.87,0.0,2,1,1,0,0,0,0.0,0,1,0,2,0.0,0.0,0,0,0
594,1,38,4,186884.04,0.0,2,0,0,0,0,0,0.0,0,1,1,0,0.0,0.0,0,0,0
678,0,25,10,131501.72,76968.12,2,1,1,0,1,0,0.5853012416871809,0,0,1,2,76968.12,131501.72,0,0,0
545,1,38,1,24302.95,88293.13,2,1,1,0,0,0,3.633021094147007,0,0,0,2,0.0,0.0,0,0,0
636,0,48,1,110510.28,170833.46,1,0,0,1,0,0,1.5458603489195755,1,0,1,0,0.0,0.0,0,0,0
603,1,44,6,108488.33,108122.39,2,0,0,1,1,0,0.9966269183054066,1,0,1,0,108122.39,108488.33,0,1,1
435,1,36,4,197015.2,0.0,1,1,1,0,0,0,0.0,0,1,1,1,0.0,0.0,0,0,0
535,0,40,8,27689.77,0.0,1,1,1,0,0,0,0.0,0,1,0,1,0.0,0.0,0,0,0
629,0,45,7,9217.55,129818.39,3,0,0,1,1,0,14.083828132204328,1,0,0,0,129818.39,9217.55,0,1,1
722,0,35,2,15068.18,163943.89,2,1,1,0,0,0,10.880138809066525,1,0,0,2,0.0,0.0,0,0,0
561,1,28,7,7797.01,0.0,2,0,0,0,0,0,0.0,0,1,0,0,0.0,0.0,0,0,0
645,0,38,5,4400.32,101430.3,2,1,1,0,0,0,23.050664497127485,1,0,0,2,0.0,0.0,0,0,0
501,0,39,9,182025.95,117301.66,1,0,0,0,0,0,0.644422732033537,1,0,1,0,0.0,0.0,0,0,0
502,0,32,1,122763.95,173340.83,1,1,1,0,1,0,1.411984788694075,1,0,1,1,173340.83,122763.95,1,0,0
652,0,42,4,38152.01,0.0,2,1,1,0,0,1,0.0,0,1,0,2,0.0,0.0,0,0,0
574,0,33,3,63163.99,134348.57,1,0,0,0,0,0,2.126980420331268,1,0,0,0,0.0,0.0,0,0,0
518,0,45,9,73418.29,105525.65,2,1,1,0,0,0,1.4373209999851535,1,0,0,2,0.0,0.0,0,0,0
749,0,60,6,17978.68,0.0,1,0,0,1,0,0,0.0,0,1,0,0,0.0,0.0,0,0,0
679,0,43,4,115136.51,0.0,3,0,0,1,0,0,0.0,0,1,1,0,0.0,0.0,0,0,0
565,1,36,6,149575.59,106192.1,1,0,0,0,0,0,0.7099560830747852,1,0,1,0,0.0,0.0,0,0,0
643,0,45,4,60917.24,45144.43,1,0,0,1,0,0,0.7410780593474031,0,0,0,0,0.0,0.0,0,0,0
